sku_id,date,qty
SKU-2001,2026-03-19+056,25
SKU-2001,2026-03-19+057,23
SKU-2001,2026-03-19+058,27
SKU-2001,2026-03-19+059,32
SKU-2001,2026-03-19+060,32
SKU-2001,2026-03-19+061,22
SKU-2001,2026-03-19+062,19
SKU-2001,2026-03-19+063,17
SKU-2001,2026-03-19+064,23
SKU-2001,2026-03-19+065,36
SKU-2001,2026-03-19+066,35
SKU-2001,2026-03-19+067,30
SKU-2001,2026-03-19+068,22
SKU-2001,2026-03-19+069,20
SKU-2001,2026-03-19+070,23
SKU-2001,2026-03-19+071,23
SKU-2001,2026-03-19+072,35
SKU-2001,2026-03-19+073,27
SKU-2001,2026-03-19+074,30
SKU-2001,2026-03-19+075,31
SKU-2001,2026-03-19+076,16
SKU-2001,2026-03-19+077,23
SKU-2001,2026-03-19+078,19
SKU-2001,2026-03-19+079,30
SKU-2001,2026-03-19+080,33
SKU-2001,2026-03-19+081,34
SKU-2001,2026-03-19+082,16
SKU-2001,2026-03-19+083,16
SKU-2001,2026-03-19+084,19
SKU-2001,2026-03-19+085,25
SKU-2001,2026-03-19+086,28
SKU-2001,2026-03-19+087,33
SKU-2001,2026-03-19+088,27
SKU-2001,2026-03-19+089,25
SKU-2001,2026-03-19+090,19
SKU-2001,2026-03-19+091,22
SKU-2001,2026-03-19+092,27
SKU-2001,2026-03-19+093,37
SKU-2001,2026-03-19+094,32
SKU-2001,2026-03-19+095,31
SKU-2001,2026-03-19+096,27
SKU-2001,2026-03-19+097,21
SKU-2001,2026-03-19+098,21
SKU-2001,2026-03-19+099,21
SKU-2001,2026-03-19+100,33
SKU-2001,2026-03-19+101,31
SKU-2001,2026-03-19+102,29
SKU-2001,2026-03-19+103,22
SKU-2001,2026-03-19+104,25
SKU-2001,2026-03-19+105,21
SKU-2001,2026-03-19+106,30
SKU-2001,2026-03-19+107,33
SKU-2001,2026-03-19+108,28
SKU-2001,2026-03-19+109,29
SKU-2001,2026-03-19+110,30
SKU-2001,2026-03-19+111,20
SKU-2001,2026-03-19+112,19
SKU-2001,2026-03-19+113,26
SKU-2001,2026-03-19+114,32
SKU-2001,2026-03-19+115,32
SKU-2001,2026-03-19+116,32
SKU-2001,2026-03-19+117,26
SKU-2001,2026-03-19+118,16
SKU-2001,2026-03-19+119,24
SKU-2001,2026-03-19+120,24
SKU-2001,2026-03-19+121,38
SKU-2001,2026-03-19+122,31
SKU-2001,2026-03-19+123,28
SKU-2001,2026-03-19+124,32
SKU-2001,2026-03-19+125,19
SKU-2001,2026-03-19+126,21
SKU-2001,2026-03-19+127,29
SKU-2001,2026-03-19+128,32
SKU-2001,2026-03-19+129,30
SKU-2001,2026-03-19+130,35
SKU-2001,2026-03-19+131,28
SKU-2001,2026-03-19+132,27
SKU-2001,2026-03-19+133,24
SKU-2001,2026-03-19+134,38
SKU-2001,2026-03-19+135,27
SKU-2001,2026-03-19+136,37
SKU-2001,2026-03-19+137,31
SKU-2001,2026-03-19+138,33
SKU-2001,2026-03-19+139,26
SKU-2001,2026-03-19+140,25
SKU-2001,2026-03-19+141,25
SKU-2001,2026-03-19+142,31
SKU-2001,2026-03-19+143,29
SKU-2001,2026-03-19+144,43
SKU-2001,2026-03-19+145,31
SKU-2001,2026-03-19+146,23
SKU-2001,2026-03-19+147,26
SKU-2001,2026-03-19+148,31
SKU-2001,2026-03-19+149,39
SKU-2001,2026-03-19+150,31
SKU-2001,2026-03-19+151,33
SKU-2001,2026-03-19+152,30
SKU-2001,2026-03-19+153,25
SKU-2001,2026-03-19+154,27
SKU-2001,2026-03-19+155,25
SKU-2001,2026-03-19+156,36
SKU-2001,2026-03-19+157,49
SKU-2001,2026-03-19+158,40
SKU-2001,2026-03-19+159,33
SKU-2001,2026-03-19+160,25
SKU-2001,2026-03-19+161,26
SKU-2001,2026-03-19+162,35
SKU-2001,2026-03-19+163,36
SKU-2001,2026-03-19+164,45
SKU-2001,2026-03-19+165,33
SKU-2001,2026-03-19+166,33
SKU-2001,2026-03-19+167,28
SKU-2001,2026-03-19+168,22
SKU-2001,2026-03-19+169,33
SKU-2001,2026-03-19+170,34
SKU-2001,2026-03-19+171,36
SKU-2001,2026-03-19+172,38
SKU-2001,2026-03-19+173,38
SKU-2001,2026-03-19+174,110
SKU-2001,2026-03-19+175,28
SKU-2001,2026-03-19+176,27
SKU-2001,2026-03-19+177,37
SKU-2001,2026-03-19+178,35
SKU-2001,2026-03-19+179,35
SKU-2002,2026-03-19+000,7
SKU-2002,2026-03-19+001,7
SKU-2002,2026-03-19+002,11
SKU-2002,2026-03-19+003,10
SKU-2002,2026-03-19+004,9
SKU-2002,2026-03-19+005,9
SKU-2002,2026-03-19+006,6
SKU-2002,2026-03-19+007,5
SKU-2002,2026-03-19+008,9
SKU-2002,2026-03-19+009,10
SKU-2002,2026-03-19+010,7
SKU-2002,2026-03-19+011,10
SKU-2002,2026-03-19+012,7
SKU-2002,2026-03-19+013,8
SKU-2002,2026-03-19+014,6
SKU-2002,2026-03-19+015,7
SKU-2002,2026-03-19+016,8
SKU-2002,2026-03-19+017,9
SKU-2002,2026-03-19+018,9
SKU-2002,2026-03-19+019,7
SKU-2002,2026-03-19+020,6
SKU-2002,2026-03-19+021,5
SKU-2002,2026-03-19+022,6
SKU-2002,2026-03-19+023,8
SKU-2002,2026-03-19+024,10
SKU-2002,2026-03-19+025,9
SKU-2002,2026-03-19+026,7
SKU-2002,2026-03-19+027,7
SKU-2002,2026-03-19+028,6
SKU-2002,2026-03-19+029,7
SKU-2002,2026-03-19+030,9
SKU-2002,2026-03-19+031,12
SKU-2002,2026-03-19+032,10
SKU-2002,2026-03-19+033,9
SKU-2002,2026-03-19+034,5
SKU-2002,2026-03-19+035,6
SKU-2002,2026-03-19+036,6
SKU-2002,2026-03-19+037,9
SKU-2002,2026-03-19+038,11
SKU-2002,2026-03-19+039,9
SKU-2002,2026-03-19+040,9
SKU-2002,2026-03-19+041,6
SKU-2002,2026-03-19+042,7
SKU-2002,2026-03-19+043,6
SKU-2002,2026-03-19+044,9
SKU-2002,2026-03-19+045,11
SKU-2002,2026-03-19+046,11
SKU-2002,2026-03-19+047,8
SKU-2002,2026-03-19+048,8
SKU-2002,2026-03-19+049,6
SKU-2002,2026-03-19+050,7
SKU-2002,2026-03-19+051,7
SKU-2002,2026-03-19+052,13
SKU-2002,2026-03-19+053,10
SKU-2002,2026-03-19+054,7
SKU-2002,2026-03-19+055,8
SKU-2002,2026-03-19+056,8
SKU-2002,2026-03-19+057,8
SKU-2002,2026-03-19+058,8
SKU-2002,2026-03-19+059,11
SKU-2002,2026-03-19+060,9
SKU-2002,2026-03-19+061,7
SKU-2002,2026-03-19+062,8
SKU-2002,2026-03-19+063,5
SKU-2002,2026-03-19+064,9
SKU-2002,2026-03-19+065,10
SKU-2002,2026-03-19+066,14
SKU-2002,2026-03-19+067,11
SKU-2002,2026-03-19+068,6
SKU-2002,2026-03-19+069,6
SKU-2002,2026-03-19+070,7
SKU-2002,2026-03-19+071,8
SKU-2002,2026-03-19+072,11
SKU-2002,2026-03-19+073,8
SKU-2002,2026-03-19+074,10
SKU-2002,2026-03-19+075,9
SKU-2002,2026-03-19+076,8
SKU-2002,2026-03-19+077,8
SKU-2002,2026-03-19+078,8
SKU-2002,2026-03-19+079,11
SKU-2002,2026-03-19+080,13
SKU-2002,2026-03-19+081,12
SKU-2002,2026-03-19+082,9
SKU-2002,2026-03-19+083,8
SKU-2002,2026-03-19+084,6
SKU-2002,2026-03-19+085,7
SKU-2002,2026-03-19+086,11
SKU-2002,2026-03-19+087,11
SKU-2002,2026-03-19+088,10
SKU-2002,2026-03-19+089,8
SKU-2002,2026-03-19+090,7
SKU-2002,2026-03-19+091,7
SKU-2002,2026-03-19+092,7
SKU-2002,2026-03-19+093,10
SKU-2002,2026-03-19+094,12
SKU-2002,2026-03-19+095,10
SKU-2002,2026-03-19+096,8
SKU-2002,2026-03-19+097,8
SKU-2002,2026-03-19+098,8
SKU-2002,2026-03-19+099,8
SKU-2002,2026-03-19+100,12
SKU-2002,2026-03-19+101,13
SKU-2002,2026-03-19+102,7
SKU-2002,2026-03-19+103,8
SKU-2002,2026-03-19+104,7
SKU-2002,2026-03-19+105,8
SKU-2002,2026-03-19+106,9
SKU-2002,2026-03-19+107,11
SKU-2002,2026-03-19+108,12
SKU-2002,2026-03-19+109,10
SKU-2002,2026-03-19+110,8
SKU-2002,2026-03-19+111,6
SKU-2002,2026-03-19+112,7
SKU-2002,2026-03-19+113,8
SKU-2002,2026-03-19+114,11
SKU-2002,2026-03-19+115,11
SKU-2002,2026-03-19+116,12
SKU-2002,2026-03-19+117,10
SKU-2002,2026-03-19+118,9
SKU-2002,2026-03-19+119,8
SKU-2002,2026-03-19+120,9
SKU-2002,2026-03-19+121,11
SKU-2002,2026-03-19+122,12
SKU-2002,2026-03-19+123,10
SKU-2002,2026-03-19+124,10
SKU-2002,2026-03-19+125,9
SKU-2002,2026-03-19+126,9
SKU-2002,2026-03-19+127,9
SKU-2002,2026-03-19+128,11
SKU-2002,2026-03-19+129,12
SKU-2002,2026-03-19+130,11
SKU-2002,2026-03-19+131,10
SKU-2002,2026-03-19+132,7
SKU-2002,2026-03-19+133,7
SKU-2002,2026-03-19+134,11
SKU-2002,2026-03-19+135,11
SKU-2002,2026-03-19+136,12
SKU-2002,2026-03-19+137,12
SKU-2002,2026-03-19+138,9
SKU-2002,2026-03-19+139,8
SKU-2002,2026-03-19+140,7
SKU-2002,2026-03-19+141,8
SKU-2002,2026-03-19+142,11
SKU-2002,2026-03-19+143,10
SKU-2002,2026-03-19+144,11
SKU-2002,2026-03-19+145,8
SKU-2002,2026-03-19+146,8
SKU-2002,2026-03-19+147,8
SKU-2002,2026-03-19+148,9
SKU-2002,2026-03-19+149,11
SKU-2002,2026-03-19+150,13
SKU-2002,2026-03-19+151,9
SKU-2002,2026-03-19+152,8
SKU-2002,2026-03-19+153,7
SKU-2002,2026-03-19+154,8
SKU-2002,2026-03-19+155,9
SKU-2002,2026-03-19+156,10
SKU-2002,2026-03-19+157,12
SKU-2002,2026-03-19+158,11
SKU-2002,2026-03-19+159,8
SKU-2002,2026-03-19+160,8
SKU-2002,2026-03-19+161,7
SKU-2002,2026-03-19+162,10
SKU-2002,2026-03-19+163,12
SKU-2002,2026-03-19+164,13
SKU-2002,2026-03-19+165,12
SKU-2002,2026-03-19+166,8
SKU-2002,2026-03-19+167,7
SKU-2002,2026-03-19+168,6
SKU-2002,2026-03-19+169,12
SKU-2002,2026-03-19+170,10
SKU-2002,2026-03-19+171,12
SKU-2002,2026-03-19+172,11
SKU-2002,2026-03-19+173,9
SKU-2002,2026-03-19+174,7
SKU-2002,2026-03-19+175,6
SKU-2002,2026-03-19+176,8
SKU-2002,2026-03-19+177,9
SKU-2002,2026-03-19+178,12
SKU-2002,2026-03-19+179,11
SKU-2003,2026-03-19+000,25
SKU-2003,2026-03-19+001,33
SKU-2003,2026-03-19+002,37
SKU-2003,2026-03-19+003,49
SKU-2003,2026-03-19+004,39
SKU-2003,2026-03-19+005,35
SKU-2003,2026-03-19+006,23
SKU-2003,2026-03-19+007,29
SKU-2003,2026-03-19+008,31
SKU-2003,2026-03-19+009,43
SKU-2003,2026-03-19+010,46
SKU-2003,2026-03-19+011,41
SKU-2003,2026-03-19+012,35
SKU-2003,2026-03-19+013,27
SKU-2003,2026-03-19+014,32
SKU-2003,2026-03-19+015,37
SKU-2003,2026-03-19+016,44
SKU-2003,2026-03-19+017,39
SKU-2003,2026-03-19+018,37
SKU-2003,2026-03-19+019,32
SKU-2003,2026-03-19+020,28
SKU-2003,2026-03-19+021,29
SKU-2003,2026-03-19+022,30
SKU-2003,2026-03-19+023,48
SKU-2003,2026-03-19+024,46
SKU-2003,2026-03-19+025,33
SKU-2003,2026-03-19+026,33
SKU-2003,2026-03-19+027,20
SKU-2003,2026-03-19+028,26
SKU-2003,2026-03-19+029,32
SKU-2003,2026-03-19+030,39
SKU-2003,2026-03-19+031,45
SKU-2003,2026-03-19+032,42
SKU-2003,2026-03-19+033,33
SKU-2003,2026-03-19+034,35
SKU-2003,2026-03-19+035,33
SKU-2003,2026-03-19+036,30
SKU-2003,2026-03-19+037,49
SKU-2003,2026-03-19+038,38
SKU-2003,2026-03-19+039,40
SKU-2003,2026-03-19+040,43
SKU-2003,2026-03-19+041,22
SKU-2003,2026-03-19+042,31
SKU-2003,2026-03-19+043,30
SKU-2003,2026-03-19+044,43
SKU-2003,2026-03-19+045,47
SKU-2003,2026-03-19+046,54
SKU-2003,2026-03-19+047,33
SKU-2003,2026-03-19+048,30
SKU-2003,2026-03-19+049,32
SKU-2003,2026-03-19+050,35
SKU-2003,2026-03-19+051,40
SKU-2003,2026-03-19+052,48
SKU-2003,2026-03-19+053,46
SKU-2003,2026-03-19+054,41
SKU-2003,2026-03-19+055,27
SKU-2003,2026-03-19+056,28
SKU-2003,2026-03-19+057,37
SKU-2003,2026-03-19+058,44
SKU-2003,2026-03-19+059,48
SKU-2003,2026-03-19+060,46
SKU-2003,2026-03-19+061,35
SKU-2003,2026-03-19+062,28
SKU-2003,2026-03-19+063,32
SKU-2003,2026-03-19+064,32
SKU-2003,2026-03-19+065,51
SKU-2003,2026-03-19+066,51
SKU-2003,2026-03-19+067,39
SKU-2003,2026-03-19+068,40
SKU-2003,2026-03-19+069,32
SKU-2003,2026-03-19+070,33
SKU-2003,2026-03-19+071,42
SKU-2003,2026-03-19+072,44
SKU-2003,2026-03-19+073,46
SKU-2003,2026-03-19+074,44
SKU-2003,2026-03-19+075,34
SKU-2003,2026-03-19+076,29
SKU-2003,2026-03-19+077,32
SKU-2003,2026-03-19+078,38
SKU-2003,2026-03-19+079,43
SKU-2003,2026-03-19+080,46
SKU-2003,2026-03-19+081,50
SKU-2003,2026-03-19+082,37
SKU-2003,2026-03-19+083,28
SKU-2003,2026-03-19+084,31
SKU-2003,2026-03-19+085,37
SKU-2003,2026-03-19+086,41
SKU-2003,2026-03-19+087,56
SKU-2003,2026-03-19+088,53
SKU-2003,2026-03-19+089,40
SKU-2003,2026-03-19+090,33
SKU-2003,2026-03-19+091,34
SKU-2003,2026-03-19+092,38
SKU-2003,2026-03-19+093,52
SKU-2003,2026-03-19+094,62
SKU-2003,2026-03-19+095,49
SKU-2003,2026-03-19+096,42
SKU-2003,2026-03-19+097,36
SKU-2003,2026-03-19+098,31
SKU-2003,2026-03-19+099,34
SKU-2003,2026-03-19+100,53
SKU-2003,2026-03-19+101,43
SKU-2003,2026-03-19+102,60
SKU-2003,2026-03-19+103,45
SKU-2003,2026-03-19+104,34
SKU-2003,2026-03-19+105,33
SKU-2003,2026-03-19+106,48
SKU-2003,2026-03-19+107,43
SKU-2003,2026-03-19+108,46
SKU-2003,2026-03-19+109,46
SKU-2003,2026-03-19+110,40
SKU-2003,2026-03-19+111,29
SKU-2003,2026-03-19+112,33
SKU-2003,2026-03-19+113,40
SKU-2003,2026-03-19+114,44
SKU-2003,2026-03-19+115,64
SKU-2003,2026-03-19+116,42
SKU-2003,2026-03-19+117,35
SKU-2003,2026-03-19+118,35
SKU-2003,2026-03-19+119,32
SKU-2003,2026-03-19+120,42
SKU-2003,2026-03-19+121,46
SKU-2003,2026-03-19+122,48
SKU-2003,2026-03-19+123,47
SKU-2003,2026-03-19+124,39
SKU-2003,2026-03-19+125,36
SKU-2003,2026-03-19+126,32
SKU-2003,2026-03-19+127,44
SKU-2003,2026-03-19+128,54
SKU-2003,2026-03-19+129,62
SKU-2003,2026-03-19+130,57
SKU-2003,2026-03-19+131,47
SKU-2003,2026-03-19+132,38
SKU-2003,2026-03-19+133,32
SKU-2003,2026-03-19+134,40
SKU-2003,2026-03-19+135,40
SKU-2003,2026-03-19+136,58
SKU-2003,2026-03-19+137,48
SKU-2003,2026-03-19+138,45
SKU-2003,2026-03-19+139,37
SKU-2003,2026-03-19+140,29
SKU-2003,2026-03-19+141,36
SKU-2003,2026-03-19+142,49
SKU-2003,2026-03-19+143,53
SKU-2003,2026-03-19+144,54
SKU-2003,2026-03-19+145,37
SKU-2003,2026-03-19+146,36
SKU-2003,2026-03-19+147,28
SKU-2003,2026-03-19+148,31
SKU-2003,2026-03-19+149,56
SKU-2003,2026-03-19+150,48
SKU-2003,2026-03-19+151,50
SKU-2003,2026-03-19+152,36
SKU-2003,2026-03-19+153,30
SKU-2003,2026-03-19+154,33
SKU-2003,2026-03-19+155,40
SKU-2003,2026-03-19+156,59
SKU-2003,2026-03-19+157,61
SKU-2003,2026-03-19+158,52
SKU-2003,2026-03-19+159,48
SKU-2003,2026-03-19+160,41
SKU-2003,2026-03-19+161,37
SKU-2003,2026-03-19+162,41
SKU-2003,2026-03-19+163,59
SKU-2003,2026-03-19+164,70
SKU-2003,2026-03-19+165,59
SKU-2003,2026-03-19+166,54
SKU-2003,2026-03-19+167,41
SKU-2003,2026-03-19+168,40
SKU-2003,2026-03-19+169,38
SKU-2003,2026-03-19+170,46
SKU-2003,2026-03-19+171,58
SKU-2003,2026-03-19+172,44
SKU-2003,2026-03-19+173,42
SKU-2003,2026-03-19+174,41
SKU-2003,2026-03-19+175,33
SKU-2003,2026-03-19+176,47
SKU-2003,2026-03-19+177,45
SKU-2003,2026-03-19+178,56
SKU-2003,2026-03-19+179,62
SKU-2004,2026-03-19+000,22
SKU-2004,2026-03-19+001,27
SKU-2004,2026-03-19+002,39
SKU-2004,2026-03-19+003,41
SKU-2004,2026-03-19+004,29
SKU-2004,2026-03-19+005,31
SKU-2004,2026-03-19+006,20
SKU-2004,2026-03-19+007,22
SKU-2004,2026-03-19+008,26
SKU-2004,2026-03-19+009,36
SKU-2004,2026-03-19+010,30
SKU-2004,2026-03-19+011,35
SKU-2004,2026-03-19+012,29
SKU-2004,2026-03-19+013,24
SKU-2004,2026-03-19+014,21
SKU-2004,2026-03-19+015,29
SKU-2004,2026-03-19+016,30
SKU-2004,2026-03-19+017,40
SKU-2004,2026-03-19+018,35
SKU-2004,2026-03-19+019,23
SKU-2004,2026-03-19+020,23
SKU-2004,2026-03-19+021,22
SKU-2004,2026-03-19+022,25
SKU-2004,2026-03-19+023,30
SKU-2004,2026-03-19+024,35
SKU-2004,2026-03-19+025,28
SKU-2004,2026-03-19+026,33
SKU-2004,2026-03-19+027,19
SKU-2004,2026-03-19+028,20
SKU-2004,2026-03-19+029,30
SKU-2004,2026-03-19+030,35
SKU-2004,2026-03-19+031,39
SKU-2004,2026-03-19+032,40
SKU-2004,2026-03-19+033,27
SKU-2004,2026-03-19+034,20
SKU-2004,2026-03-19+035,24
SKU-2004,2026-03-19+036,29
SKU-2004,2026-03-19+037,31
SKU-2004,2026-03-19+038,30
SKU-2004,2026-03-19+039,39
SKU-2004,2026-03-19+040,30
SKU-2004,2026-03-19+041,19
SKU-2004,2026-03-19+042,24
SKU-2004,2026-03-19+043,22
SKU-2004,2026-03-19+044,31
SKU-2004,2026-03-19+045,31
SKU-2004,2026-03-19+046,31
SKU-2004,2026-03-19+047,25
SKU-2004,2026-03-19+048,21
SKU-2004,2026-03-19+049,24
SKU-2004,2026-03-19+050,28
SKU-2004,2026-03-19+051,36
SKU-2004,2026-03-19+052,41
SKU-2004,2026-03-19+053,32
SKU-2004,2026-03-19+054,28
SKU-2004,2026-03-19+055,24
SKU-2004,2026-03-19+056,27
SKU-2004,2026-03-19+057,30
SKU-2004,2026-03-19+058,39
SKU-2004,2026-03-19+059,41
SKU-2004,2026-03-19+060,38
SKU-2004,2026-03-19+061,22
SKU-2004,2026-03-19+062,25
SKU-2004,2026-03-19+063,23
SKU-2004,2026-03-19+064,27
SKU-2004,2026-03-19+065,31
SKU-2004,2026-03-19+066,35
SKU-2004,2026-03-19+067,36
SKU-2004,2026-03-19+068,31
SKU-2004,2026-03-19+069,19
SKU-2004,2026-03-19+070,23
SKU-2004,2026-03-19+071,25
SKU-2004,2026-03-19+072,30
SKU-2004,2026-03-19+073,38
SKU-2004,2026-03-19+074,33
SKU-2004,2026-03-19+075,26
SKU-2004,2026-03-19+076,21
SKU-2004,2026-03-19+077,23
SKU-2004,2026-03-19+078,27
SKU-2004,2026-03-19+079,29
SKU-2004,2026-03-19+080,33
SKU-2004,2026-03-19+081,34
SKU-2004,2026-03-19+082,30
SKU-2004,2026-03-19+083,20
SKU-2004,2026-03-19+084,24
SKU-2004,2026-03-19+085,25
SKU-2004,2026-03-19+086,45
SKU-2004,2026-03-19+087,33
SKU-2004,2026-03-19+088,31
SKU-2004,2026-03-19+089,29
SKU-2004,2026-03-19+090,21
SKU-2004,2026-03-19+091,25
SKU-2004,2026-03-19+092,33
SKU-2004,2026-03-19+093,32
SKU-2004,2026-03-19+094,38
SKU-2004,2026-03-19+095,33
SKU-2004,2026-03-19+096,29
SKU-2004,2026-03-19+097,27
SKU-2004,2026-03-19+098,25
SKU-2004,2026-03-19+099,25
SKU-2004,2026-03-19+100,40
SKU-2004,2026-03-19+101,43
SKU-2004,2026-03-19+102,37
SKU-2004,2026-03-19+103,27
SKU-2004,2026-03-19+104,24
SKU-2004,2026-03-19+105,21
SKU-2004,2026-03-19+106,29
SKU-2004,2026-03-19+107,33
SKU-2004,2026-03-19+108,27
SKU-2004,2026-03-19+109,39
SKU-2004,2026-03-19+110,30
SKU-2004,2026-03-19+111,27
SKU-2004,2026-03-19+112,23
SKU-2004,2026-03-19+113,28
SKU-2004,2026-03-19+114,39
SKU-2004,2026-03-19+115,39
SKU-2004,2026-03-19+116,37
SKU-2004,2026-03-19+117,40
SKU-2004,2026-03-19+118,23
SKU-2004,2026-03-19+119,24
SKU-2004,2026-03-19+120,34
SKU-2004,2026-03-19+121,31
SKU-2004,2026-03-19+122,33
SKU-2004,2026-03-19+123,29
SKU-2004,2026-03-19+124,31
SKU-2004,2026-03-19+125,26
SKU-2004,2026-03-19+126,25
SKU-2004,2026-03-19+127,24
SKU-2004,2026-03-19+128,39
SKU-2004,2026-03-19+129,43
SKU-2004,2026-03-19+130,35
SKU-2004,2026-03-19+131,29
SKU-2004,2026-03-19+132,26
SKU-2004,2026-03-19+133,24
SKU-2004,2026-03-19+134,30
SKU-2004,2026-03-19+135,30
SKU-2004,2026-03-19+136,37
SKU-2004,2026-03-19+137,31
SKU-2004,2026-03-19+138,32
SKU-2004,2026-03-19+139,26
SKU-2004,2026-03-19+140,23
SKU-2004,2026-03-19+141,29
SKU-2004,2026-03-19+142,28
SKU-2004,2026-03-19+143,42
SKU-2004,2026-03-19+144,34
SKU-2004,2026-03-19+145,30
SKU-2004,2026-03-19+146,27
SKU-2004,2026-03-19+147,21
SKU-2004,2026-03-19+148,33
SKU-2004,2026-03-19+149,36
SKU-2004,2026-03-19+150,39
SKU-2004,2026-03-19+151,38
SKU-2004,2026-03-19+152,25
SKU-2004,2026-03-19+153,26
SKU-2004,2026-03-19+154,24
SKU-2004,2026-03-19+155,32
SKU-2004,2026-03-19+156,34
SKU-2004,2026-03-19+157,37
SKU-2004,2026-03-19+158,38
SKU-2004,2026-03-19+159,30
SKU-2004,2026-03-19+160,21
SKU-2004,2026-03-19+161,23
SKU-2004,2026-03-19+162,33
SKU-2004,2026-03-19+163,35
SKU-2004,2026-03-19+164,35
SKU-2004,2026-03-19+165,40
SKU-2004,2026-03-19+166,23
SKU-2004,2026-03-19+167,18
SKU-2004,2026-03-19+168,24
SKU-2004,2026-03-19+169,29
SKU-2004,2026-03-19+170,36
SKU-2004,2026-03-19+171,35
SKU-2004,2026-03-19+172,36
SKU-2004,2026-03-19+173,25
SKU-2004,2026-03-19+174,25
SKU-2004,2026-03-19+175,19
SKU-2004,2026-03-19+176,28
SKU-2004,2026-03-19+177,37
SKU-2004,2026-03-19+178,31
SKU-2004,2026-03-19+179,34
SKU-3001,2026-03-19+000,260
SKU-3001,2026-03-19+001,341
SKU-3001,2026-03-19+002,290
SKU-3001,2026-03-19+003,405
SKU-3001,2026-03-19+004,311
SKU-3001,2026-03-19+005,252
SKU-3001,2026-03-19+006,292
SKU-3001,2026-03-19+007,259
SKU-3001,2026-03-19+008,262
SKU-3001,2026-03-19+009,367
SKU-3001,2026-03-19+010,423
SKU-3001,2026-03-19+011,376
SKU-3001,2026-03-19+012,385
SKU-3001,2026-03-19+013,265
SKU-3001,2026-03-19+014,155
SKU-3001,2026-03-19+015,282
SKU-3001,2026-03-19+016,329
SKU-3001,2026-03-19+017,386
SKU-3001,2026-03-19+018,372
SKU-3001,2026-03-19+019,282
SKU-3001,2026-03-19+020,217
SKU-3001,2026-03-19+021,284
SKU-3001,2026-03-19+022,317
SKU-3001,2026-03-19+023,335
SKU-3001,2026-03-19+024,432
SKU-3001,2026-03-19+025,405
SKU-3001,2026-03-19+026,356
SKU-3001,2026-03-19+027,220
SKU-3001,2026-03-19+028,270
SKU-3001,2026-03-19+029,276
SKU-3001,2026-03-19+030,419
SKU-3001,2026-03-19+031,394
SKU-3001,2026-03-19+032,275
SKU-3001,2026-03-19+033,313
SKU-3001,2026-03-19+034,200
SKU-3001,2026-03-19+035,242
SKU-3001,2026-03-19+036,299
SKU-3001,2026-03-19+037,353
SKU-3001,2026-03-19+038,334
SKU-3001,2026-03-19+039,331
SKU-3001,2026-03-19+040,283
SKU-3001,2026-03-19+041,249
SKU-3001,2026-03-19+042,290
SKU-3001,2026-03-19+043,329
SKU-3001,2026-03-19+044,353
SKU-3001,2026-03-19+045,473
SKU-3001,2026-03-19+046,322
SKU-3001,2026-03-19+047,344
SKU-3001,2026-03-19+048,253
SKU-3001,2026-03-19+049,260
SKU-3001,2026-03-19+050,329
SKU-3001,2026-03-19+051,347
SKU-3001,2026-03-19+052,454
SKU-3001,2026-03-19+053,388
SKU-3001,2026-03-19+054,413
SKU-3001,2026-03-19+055,251
SKU-3001,2026-03-19+056,294
SKU-3001,2026-03-19+057,333
SKU-3001,2026-03-19+058,327
SKU-3001,2026-03-19+059,486
SKU-3001,2026-03-19+060,342
SKU-3001,2026-03-19+061,236
SKU-3001,2026-03-19+062,290
SKU-3001,2026-03-19+063,291
SKU-3001,2026-03-19+064,313
SKU-3001,2026-03-19+065,372
SKU-3001,2026-03-19+066,501
SKU-3001,2026-03-19+067,429
SKU-3001,2026-03-19+068,300
SKU-3001,2026-03-19+069,289
SKU-3001,2026-03-19+070,221
SKU-3001,2026-03-19+071,293
SKU-3001,2026-03-19+072,339
SKU-3001,2026-03-19+073,313
SKU-3001,2026-03-19+074,342
SKU-3001,2026-03-19+075,377
SKU-3001,2026-03-19+076,232
SKU-3001,2026-03-19+077,245
SKU-3001,2026-03-19+078,273
SKU-3001,2026-03-19+079,431
SKU-3001,2026-03-19+080,429
SKU-3001,2026-03-19+081,426
SKU-3001,2026-03-19+082,327
SKU-3001,2026-03-19+083,232
SKU-3001,2026-03-19+084,233
SKU-3001,2026-03-19+085,352
SKU-3001,2026-03-19+086,391
SKU-3001,2026-03-19+087,472
SKU-3001,2026-03-19+088,252
SKU-3001,2026-03-19+089,379
SKU-3001,2026-03-19+090,256
SKU-3001,2026-03-19+091,336
SKU-3001,2026-03-19+092,302
SKU-3001,2026-03-19+093,399
SKU-3001,2026-03-19+094,470
SKU-3001,2026-03-19+095,366
SKU-3001,2026-03-19+096,372
SKU-3001,2026-03-19+097,253
SKU-3001,2026-03-19+098,310
SKU-3001,2026-03-19+099,356
SKU-3001,2026-03-19+100,424
SKU-3001,2026-03-19+101,401
SKU-3001,2026-03-19+102,402
SKU-3001,2026-03-19+103,352
SKU-3001,2026-03-19+104,209
SKU-3001,2026-03-19+105,253
SKU-3001,2026-03-19+106,364
SKU-3001,2026-03-19+107,342
SKU-3001,2026-03-19+108,511
SKU-3001,2026-03-19+109,384
SKU-3001,2026-03-19+110,356
SKU-3001,2026-03-19+111,241
SKU-3001,2026-03-19+112,289
